Date,Team Name,Half,Officials,Time On Court,Player 1,Player 2,Player 3,Player 4,Player 5,Points,Opp Points,Rebounds,Assists,3pt Made,3pt Att,Shots Made,Shots Att,FT Made,FT Att,Layup Atts,Dunk Atts,Turnovers,Fouls,Average Shot Distance
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",446,JaVale McGee,Klay Thompson,Kevin Durant,Stephen Curry,Draymond Green,21,17,6,7,1,4,10,12,0,0,3,3,3,4,0
3-Jun-18,CAVALIERS,1,"Mike Callahan, Derrick Stafford, David Guthrie",446,Tristan Thompson,George Hill,Kevin Love,LeBron James,JR Smith,17,21,5,4,2,4,7,15,1,2,5,1,3,1,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",75,Jordan Bell,Klay Thompson,Kevin Durant,Stephen Curry,Draymond Green,5,2,1,2,1,2,2,3,0,0,1,1,0,1,0
3-Jun-18,CAVALIERS,1,"Mike Callahan, Derrick Stafford, David Guthrie",170,Jeff Green,George Hill,Kevin Love,LeBron James,JR Smith,7,9,6,2,0,2,2,6,3,4,2,0,0,0,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",26,Jordan Bell,Klay Thompson,Shaun Livingston,Stephen Curry,Draymond Green,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",69,Jordan Bell,Klay Thompson,Shaun Livingston,Stephen Curry,Kevon Looney,4,3,1,1,0,0,2,3,0,0,1,1,0,0,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",96,Jordan Bell,Nick Young,Shaun Livingston,Stephen Curry,Kevon Looney,2,4,3,1,0,1,1,3,0,0,1,0,1,1,0
3-Jun-18,CAVALIERS,1,"Mike Callahan, Derrick Stafford, David Guthrie",0,Jeff Green,George Hill,Kyle Korver,LeBron James,JR Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,CAVALIERS,1,"Mike Callahan, Derrick Stafford, David Guthrie",29,Jeff Green,George Hill,Kyle Korver,LeBron James,Larry Nance Jr.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3-Jun-18,CAVALIERS,1,"Mike Callahan, Derrick Stafford, David Guthrie",67,Jeff Green,Jordan Clarkson,Kyle Korver,LeBron James,Larry Nance Jr.,4,2,0,0,0,0,1,1,2,2,0,0,0,1,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",0,Kevin Durant,Nick Young,Shaun Livingston,Stephen Curry,Kevon Looney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",0,Kevin Durant,Nick Young,Shaun Livingston,Stephen Curry,Klay Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",19,Kevin Durant,Nick Young,Draymond Green,Stephen Curry,Klay Thompson,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3-Jun-18,CAVALIERS,1,"Mike Callahan, Derrick Stafford, David Guthrie",0,Jeff Green,Jordan Clarkson,JR Smith,LeBron James,Larry Nance Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,CAVALIERS,1,"Mike Callahan, Derrick Stafford, David Guthrie",19,Jeff Green,Cedi Osman,JR Smith,LeBron James,Larry Nance Jr.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",240,Klay Thompson,Kevin Durant,Shaun Livingston,Draymond Green,David West,8,7,6,3,1,3,3,5,1,2,0,0,2,3,0
3-Jun-18,CAVALIERS,1,"Mike Callahan, Derrick Stafford, David Guthrie",157,Larry Nance Jr.,Jordan Clarkson,Kyle Korver,LeBron James,Jeff Green,2,7,3,1,0,2,1,7,0,0,1,0,0,0,0
3-Jun-18,CAVALIERS,1,"Mike Callahan, Derrick Stafford, David Guthrie",73,Larry Nance Jr.,George Hill,Kyle Korver,LeBron James,Jeff Green,3,0,1,1,1,1,1,2,0,0,0,0,1,1,0
3-Jun-18,CAVALIERS,1,"Mike Callahan, Derrick Stafford, David Guthrie",108,Larry Nance Jr.,George Hill,Kyle Korver,LeBron James,Kevin Love,3,8,1,1,0,1,1,4,1,1,0,0,0,0,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",98,Stephen Curry,Kevin Durant,Shaun Livingston,Draymond Green,David West,7,1,3,2,1,1,3,4,0,0,1,0,0,0,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",0,Stephen Curry,Kevin Durant,Shaun Livingston,Draymond Green,Nick Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",80,Stephen Curry,Kevin Durant,Klay Thompson,Draymond Green,Nick Young,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0
3-Jun-18,CAVALIERS,1,"Mike Callahan, Derrick Stafford, David Guthrie",0,JR Smith,George Hill,Kyle Korver,LeBron James,Kevin Love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,CAVALIERS,1,"Mike Callahan, Derrick Stafford, David Guthrie",371,JR Smith,George Hill,Tristan Thompson,LeBron James,Kevin Love,10,12,10,2,0,1,3,10,4,6,6,0,2,2,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",31,Stephen Curry,Kevin Durant,Klay Thompson,Draymond Green,JaVale McGee,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",228,Stephen Curry,Kevin Durant,Nick Young,Draymond Green,JaVale McGee,10,7,5,1,2,5,3,6,2,2,0,1,2,1,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",31,Stephen Curry,Kevon Looney,Nick Young,Draymond Green,JaVale McGee,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0
3-Jun-18,WARRIORS,1,"Mike Callahan, Derrick Stafford, David Guthrie",1,Stephen Curry,Kevon Looney,Nick Young,Draymond Green,Jordan Bell,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",332,JaVale McGee,Klay Thompson,Kevin Durant,Draymond Green,Stephen Curry,13,20,2,2,2,4,4,7,3,5,1,2,0,2,0
3-Jun-18,CAVALIERS,2,"Mike Callahan, Derrick Stafford, David Guthrie",367,George Hill,Tristan Thompson,Kevin Love,LeBron James,JR Smith,21,15,7,5,4,6,8,12,1,1,4,1,1,3,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",236,Jordan Bell,Klay Thompson,Kevin Durant,Draymond Green,Stephen Curry,13,11,3,2,1,2,5,8,2,3,2,1,0,2,0
3-Jun-18,CAVALIERS,2,"Mike Callahan, Derrick Stafford, David Guthrie",215,Jeff Green,Tristan Thompson,Kevin Love,LeBron James,JR Smith,10,11,3,3,1,1,4,6,1,1,4,1,1,1,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",0,Jordan Bell,Klay Thompson,Kevin Durant,David West,Stephen Curry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",148,Jordan Bell,Klay Thompson,Kevin Durant,David West,Shaun Livingston,5,3,3,1,1,2,2,3,0,0,0,0,2,3,0
3-Jun-18,CAVALIERS,2,"Mike Callahan, Derrick Stafford, David Guthrie",55,Jeff Green,Larry Nance Jr.,Kevin Love,LeBron James,JR Smith,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
3-Jun-18,CAVALIERS,2,"Mike Callahan, Derrick Stafford, David Guthrie",96,Jeff Green,Larry Nance Jr.,Kyle Korver,LeBron James,JR Smith,2,3,4,0,0,2,0,2,2,4,0,0,1,0,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",2,Jordan Bell,Klay Thompson,Kevin Durant,Draymond Green,Shaun Livingston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",15,Nick Young,Klay Thompson,Kevin Durant,Draymond Green,Stephen Curry,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",147,Stephen Curry,Draymond Green,Nick Young,Shaun Livingston,David West,8,6,3,2,2,3,3,6,0,0,3,0,0,1,0
3-Jun-18,CAVALIERS,2,"Mike Callahan, Derrick Stafford, David Guthrie",96,LeBron James,Larry Nance Jr.,Kyle Korver,Jeff Green,George Hill,3,6,2,1,1,2,1,3,0,0,1,0,0,1,0
3-Jun-18,CAVALIERS,2,"Mike Callahan, Derrick Stafford, David Guthrie",210,LeBron James,Kevin Love,Kyle Korver,Jeff Green,George Hill,8,9,1,2,0,2,3,5,2,2,1,1,0,0,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",37,Stephen Curry,Draymond Green,Nick Young,Shaun Livingston,Kevin Durant,2,1,1,0,0,0,1,2,0,0,2,0,0,1,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",32,Stephen Curry,Draymond Green,Klay Thompson,Shaun Livingston,Kevin Durant,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",284,Stephen Curry,Draymond Green,Klay Thompson,Kevon Looney,Kevin Durant,14,4,7,3,3,3,5,6,1,3,1,1,2,2,0
3-Jun-18,CAVALIERS,2,"Mike Callahan, Derrick Stafford, David Guthrie",152,LeBron James,Kevin Love,Kyle Korver,JR Smith,George Hill,2,6,1,0,0,2,0,4,2,2,1,0,0,3,0
3-Jun-18,CAVALIERS,2,"Mike Callahan, Derrick Stafford, David Guthrie",0,LeBron James,Rodney Hood,Kyle Korver,JR Smith,George Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,CAVALIERS,2,"Mike Callahan, Derrick Stafford, David Guthrie",0,LeBron James,Rodney Hood,Kyle Korver,JR Smith,Jordan Clarkson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,CAVALIERS,2,"Mike Callahan, Derrick Stafford, David Guthrie",0,Cedi Osman,Rodney Hood,Kyle Korver,JR Smith,Jordan Clarkson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,CAVALIERS,2,"Mike Callahan, Derrick Stafford, David Guthrie",42,Cedi Osman,Rodney Hood,Kyle Korver,Larry Nance Jr.,Jordan Clarkson,0,3,3,0,0,1,0,3,0,0,2,0,0,0,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",0,Stephen Curry,Draymond Green,Quinn Cook,Kevon Looney,Kevin Durant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",0,Stephen Curry,Nick Young,Quinn Cook,Kevon Looney,Kevin Durant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",0,Patrick McCaw,Nick Young,Quinn Cook,Kevon Looney,Kevin Durant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,WARRIORS,2,"Mike Callahan, Derrick Stafford, David Guthrie",207,Patrick McCaw,Nick Young,Quinn Cook,Kevon Looney,Zaza Pachulia,8,10,4,0,0,2,2,7,4,4,4,0,0,0,0
3-Jun-18,CAVALIERS,2,"Mike Callahan, Derrick Stafford, David Guthrie",0,Cedi Osman,Rodney Hood,Jose Calderon,Larry Nance Jr.,Jordan Clarkson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Jun-18,CAVALIERS,2,"Mike Callahan, Derrick Stafford, David Guthrie",207,Cedi Osman,Rodney Hood,Jose Calderon,Ante Zizic,Jordan Clarkson,10,8,4,3,0,1,5,8,0,0,4,1,1,2,0
11-Mar-18,WARRIORS,1,"Mike Callahan, Scott Wall, Nick Buchert",504,JaVale McGee,Kevin Durant,Draymond Green,Klay Thompson,Quinn Cook,15,24,7,5,1,3,6,16,2,2,4,2,1,1,0
11-Mar-18,WARRIORS,1,"Mike Callahan, Scott Wall, Nick Buchert",0,Kevon Looney,Kevin Durant,Draymond Green,Klay Thompson,Quinn Cook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,WARRIORS,1,"Mike Callahan, Scott Wall, Nick Buchert",54,Kevon Looney,Kevin Durant,Zaza Pachulia,Klay Thompson,Quinn Cook,2,4,0,1,0,0,1,2,0,0,0,0,0,1,0
11-Mar-18,WARRIORS,1,"Mike Callahan, Scott Wall, Nick Buchert",0,Kevon Looney,Kevin Durant,Zaza Pachulia,Klay Thompson,Nick Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,WARRIORS,1,"Mike Callahan, Scott Wall, Nick Buchert",172,Kevon Looney,Kevin Durant,Zaza Pachulia,Shaun Livingston,Nick Young,7,6,3,1,1,2,2,4,2,2,2,0,1,0,0
11-Mar-18,WARRIORS,1,"Mike Callahan, Scott Wall, Nick Buchert",355,Shaun Livingston,Zaza Pachulia,Klay Thompson,Draymond Green,Nick Young,24,9,7,8,3,4,10,12,1,1,3,1,2,1,0
11-Mar-18,WARRIORS,1,"Mike Callahan, Scott Wall, Nick Buchert",0,Shaun Livingston,Zaza Pachulia,Klay Thompson,Draymond Green,Kevin Durant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,WARRIORS,1,"Mike Callahan, Scott Wall, Nick Buchert",35,Shaun Livingston,Zaza Pachulia,Klay Thompson,Quinn Cook,Kevin Durant,1,0,2,0,0,0,0,1,1,1,0,0,1,0,0
11-Mar-18,WARRIORS,1,"Mike Callahan, Scott Wall, Nick Buchert",82,Shaun Livingston,Zaza Pachulia,Omri Casspi,Quinn Cook,Kevin Durant,5,2,1,0,1,1,1,1,2,2,0,0,0,1,0
11-Mar-18,WARRIORS,1,"Mike Callahan, Scott Wall, Nick Buchert",0,Shaun Livingston,Nick Young,Omri Casspi,Quinn Cook,Kevin Durant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,WARRIORS,1,"Mike Callahan, Scott Wall, Nick Buchert",45,Draymond Green,Nick Young,Omri Casspi,Quinn Cook,Kevin Durant,3,2,1,0,1,2,1,2,0,0,0,0,0,0,0
11-Mar-18,WARRIORS,1,"Mike Callahan, Scott Wall, Nick Buchert",90,Draymond Green,Klay Thompson,Omri Casspi,Quinn Cook,Kevin Durant,2,4,2,0,0,1,0,1,2,3,1,0,0,2,0
11-Mar-18,WARRIORS,1,"Mike Callahan, Scott Wall, Nick Buchert",103,Draymond Green,Klay Thompson,Zaza Pachulia,Quinn Cook,Kevin Durant,3,4,3,0,0,3,1,4,1,1,2,0,0,0,0
11-Mar-18,WARRIORS,2,"Mike Callahan, Scott Wall, Nick Buchert",362,Klay Thompson,JaVale McGee,Kevin Durant,Quinn Cook,Draymond Green,6,11,6,2,0,4,2,10,2,2,3,0,3,4,0
11-Mar-18,WARRIORS,2,"Mike Callahan, Scott Wall, Nick Buchert",93,Klay Thompson,Zaza Pachulia,Kevin Durant,Quinn Cook,Draymond Green,4,4,2,0,0,0,2,3,0,0,1,0,1,1,0
11-Mar-18,WARRIORS,2,"Mike Callahan, Scott Wall, Nick Buchert",33,Klay Thompson,Zaza Pachulia,Kevin Durant,Shaun Livingston,Draymond Green,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0
11-Mar-18,WARRIORS,2,"Mike Callahan, Scott Wall, Nick Buchert",58,Klay Thompson,Zaza Pachulia,Kevin Durant,Shaun Livingston,Kevon Looney,3,5,0,0,1,1,1,1,0,0,0,0,0,0,0
11-Mar-18,WARRIORS,2,"Mike Callahan, Scott Wall, Nick Buchert",191,Nick Young,Zaza Pachulia,Kevin Durant,Shaun Livingston,Kevon Looney,9,8,7,0,1,3,4,10,0,0,1,2,0,1,0
11-Mar-18,WARRIORS,2,"Mike Callahan, Scott Wall, Nick Buchert",124,Nick Young,Zaza Pachulia,Draymond Green,Klay Thompson,Shaun Livingston,3,4,3,1,0,4,1,5,1,1,1,0,0,0,0
11-Mar-18,WARRIORS,2,"Mike Callahan, Scott Wall, Nick Buchert",58,Nick Young,Zaza Pachulia,Omri Casspi,Klay Thompson,Shaun Livingston,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
11-Mar-18,WARRIORS,2,"Mike Callahan, Scott Wall, Nick Buchert",148,Kevin Durant,Zaza Pachulia,Omri Casspi,Klay Thompson,Shaun Livingston,5,6,4,2,0,2,2,7,1,2,4,0,0,2,0
11-Mar-18,WARRIORS,2,"Mike Callahan, Scott Wall, Nick Buchert",0,Kevin Durant,Zaza Pachulia,Omri Casspi,Quinn Cook,Shaun Livingston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,WARRIORS,2,"Mike Callahan, Scott Wall, Nick Buchert",0,Kevin Durant,Zaza Pachulia,Nick Young,Quinn Cook,Shaun Livingston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,WARRIORS,2,"Mike Callahan, Scott Wall, Nick Buchert",21,Kevin Durant,Zaza Pachulia,Nick Young,Quinn Cook,Draymond Green,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0
11-Mar-18,WARRIORS,2,"Mike Callahan, Scott Wall, Nick Buchert",352,Kevin Durant,Klay Thompson,Nick Young,Quinn Cook,Draymond Green,11,10,6,2,1,5,3,10,4,4,3,1,1,2,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",525,Larry Nance Jr.,Jeff Green,JR Smith,LeBron James,George Hill,18,22,9,0,1,6,7,19,3,3,6,1,1,1,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",0,Larry Nance Jr.,Jeff Green,JR Smith,LeBron James,Ante Zizic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",0,Larry Nance Jr.,Jeff Green,Kyle Korver,LeBron James,Ante Zizic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",0,Jordan Clarkson,Jeff Green,Kyle Korver,LeBron James,Ante Zizic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",49,Jordan Clarkson,Jeff Green,Kyle Korver,Jose Calderon,Ante Zizic,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",162,Jordan Clarkson,John Holland,Kyle Korver,Jose Calderon,Ante Zizic,11,9,1,3,0,0,4,4,3,3,1,2,0,0,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",125,John Holland,Jordan Clarkson,Kyle Korver,Ante Zizic,Jose Calderon,0,0,4,0,0,1,0,2,0,1,0,0,1,1,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",21,John Holland,Jordan Clarkson,Kyle Korver,Larry Nance Jr.,Jose Calderon,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",134,LeBron James,Jordan Clarkson,Kyle Korver,Larry Nance Jr.,Jose Calderon,7,5,2,2,1,2,3,6,0,0,2,0,0,1,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",59,LeBron James,Jordan Clarkson,Kyle Korver,Larry Nance Jr.,George Hill,5,6,0,1,1,1,2,3,0,0,2,0,0,0,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",0,LeBron James,Jordan Clarkson,Kyle Korver,Jeff Green,George Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",102,LeBron James,JR Smith,Kyle Korver,Jeff Green,George Hill,5,8,0,2,1,2,2,3,0,0,1,0,0,0,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",166,LeBron James,JR Smith,Larry Nance Jr.,Jeff Green,George Hill,11,7,1,2,1,2,4,5,2,2,3,0,0,2,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",0,LeBron James,JR Smith,Ante Zizic,Jeff Green,George Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",59,LeBron James,JR Smith,Ante Zizic,Kyle Korver,George Hill,2,1,2,1,0,1,1,3,0,0,0,1,0,0,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",13,LeBron James,JR Smith,Ante Zizic,Kyle Korver,Jordan Clarkson,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
11-Mar-18,CAVALIERS,1,"James Capers, Tony Brown, Scott Twardoski",25,LeBron James,JR Smith,Jose Calderon,Kyle Korver,Jordan Clarkson,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11-Mar-18,CAVALIERS,2,"James Capers, Tony Brown, Scott Twardoski",480,Larry Nance Jr.,LeBron James,Jeff Green,George Hill,<__main__.Team object at 0x03A01CD0>,16,15,9,3,2,4,6,12,2,2,3,2,4,3,0
11-Mar-18,CAVALIERS,2,"James Capers, Tony Brown, Scott Twardoski",0,Kyle Korver,LeBron James,Jeff Green,George Hill,<__main__.Team object at 0x03A01CD0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,CAVALIERS,2,"James Capers, Tony Brown, Scott Twardoski",56,Kyle Korver,LeBron James,Jordan Clarkson,George Hill,<__main__.Team object at 0x03A01CD0>,1,5,0,0,0,1,0,1,1,2,0,0,0,1,0
11-Mar-18,CAVALIERS,2,"James Capers, Tony Brown, Scott Twardoski",87,Kyle Korver,LeBron James,Jordan Clarkson,Jose Calderon,<__main__.Team object at 0x03A01CD0>,2,6,1,1,0,1,1,3,0,0,2,0,1,1,0
11-Mar-18,CAVALIERS,2,"James Capers, Tony Brown, Scott Twardoski",111,Kyle Korver,John Holland,Jordan Clarkson,Jose Calderon,<__main__.Team object at 0x03A01CD0>,3,7,1,1,1,4,1,5,0,0,0,0,0,0,0
11-Mar-18,CAVALIERS,2,"James Capers, Tony Brown, Scott Twardoski",141,Kyle Korver,Jose Calderon,Ante Zizic,Jordan Clarkson,John Holland,5,8,2,1,1,2,1,3,2,2,0,0,2,2,0
11-Mar-18,CAVALIERS,2,"James Capers, Tony Brown, Scott Twardoski",0,Kyle Korver,Jose Calderon,Ante Zizic,George Hill,John Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,CAVALIERS,2,"James Capers, Tony Brown, Scott Twardoski",0,Kyle Korver,Jose Calderon,LeBron James,George Hill,John Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,CAVALIERS,2,"James Capers, Tony Brown, Scott Twardoski",181,Kyle Korver,Larry Nance Jr.,LeBron James,George Hill,John Holland,7,9,3,2,1,2,3,6,0,0,2,1,1,3,0
11-Mar-18,CAVALIERS,2,"James Capers, Tony Brown, Scott Twardoski",0,Kyle Korver,Larry Nance Jr.,LeBron James,Jose Calderon,John Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,CAVALIERS,2,"James Capers, Tony Brown, Scott Twardoski",0,Kyle Korver,London Perrantes,LeBron James,Jose Calderon,John Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Mar-18,CAVALIERS,2,"James Capers, Tony Brown, Scott Twardoski",384,Kyle Korver,London Perrantes,Ante Zizic,Jose Calderon,John Holland,19,12,7,3,2,2,6,10,5,6,6,0,2,0,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",369,Zaza Pachulia,Kevon Looney,Nick Young,Kevin Durant,Quinn Cook,17,15,8,4,1,3,7,13,2,2,3,1,0,2,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",41,Zaza Pachulia,Jordan Bell,Nick Young,Kevin Durant,Quinn Cook,1,1,2,0,0,1,0,3,1,1,1,0,0,1,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",39,JaVale McGee,Jordan Bell,Nick Young,Kevin Durant,Quinn Cook,0,4,1,0,0,1,0,1,0,0,0,0,1,0,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",62,JaVale McGee,Jordan Bell,Andre Iguodala,Kevin Durant,Quinn Cook,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",113,JaVale McGee,Jordan Bell,Andre Iguodala,Kevin Durant,Shaun Livingston,4,0,3,0,0,0,2,3,0,0,0,0,3,1,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",110,Omri Casspi,Jordan Bell,Andre Iguodala,Kevin Durant,Shaun Livingston,2,3,2,0,0,0,0,0,2,2,0,0,2,0,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",102,JaVale McGee,Jordan Bell,Omri Casspi,Shaun Livingston,Andre Iguodala,4,2,4,0,0,0,0,0,4,6,1,0,2,1,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",163,JaVale McGee,Kevon Looney,Omri Casspi,Shaun Livingston,Andre Iguodala,7,3,4,2,0,0,3,5,1,2,1,0,1,2,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",0,Zaza Pachulia,Kevon Looney,Omri Casspi,Shaun Livingston,Andre Iguodala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",0,Zaza Pachulia,Kevon Looney,Omri Casspi,Shaun Livingston,Nick Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",97,Zaza Pachulia,Kevon Looney,Omri Casspi,Quinn Cook,Nick Young,6,5,1,2,0,0,3,5,0,0,3,0,0,1,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",128,Zaza Pachulia,Kevon Looney,Kevin Durant,Quinn Cook,Nick Young,4,9,1,1,0,1,2,5,0,0,2,0,0,3,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",0,Zaza Pachulia,Kevon Looney,Kevin Durant,Andre Iguodala,Nick Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Mar-18,WARRIORS,1,"Marc Davis, Matt Boland, Brian Forte",0,Zaza Pachulia,Kevon Looney,Kevin Durant,Andre Iguodala,Shaun Livingston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
