slugTeam,dateGame,numberGameTeamSeason,isB2B,isB2BSecond,countDaysRestTeam,slugOpponent,opp_numberGameTeamSeason,opp_isB2B,opp_isB2BSecond,opp_countDaysRestTeam,locationGame,outcomeGame,act_pts,act_opp_pts,act_net_pts,pts1,fgm1,fga1,pctFG1,opp_pctFG1,fg3m1,fg3a1,pctFG31,opp_pctFG31,fg2m1,fg2a1,pctFG21,opp_pctFG21,ftm1,fta1,pctFT1,opp_pctFT1,oreb1,dreb1,treb1,ast1,stl1,blk1,tov1,pf1,wins1,losses1,pts2,fgm2,fga2,pctFG2,opp_pctFG2,fg3m2,fg3a2,pctFG32,opp_pctFG32,fg2m2,fg2a2,pctFG22,opp_pctFG22,ftm2,fta2,pctFT2,opp_pctFT2,oreb2,dreb2,treb2,ast2,stl2,blk2,tov2,pf2,wins2,losses2
OKC,3/25/2018,75,FALSE,FALSE,1,POR,73,FALSE,FALSE,1,H,L,105,108,-3,3.310810811,1.702702703,4.040540541,0.455146946,0.456774194,-0.77027027,-0.689189189,0.352941176,0.370190181,2.472972973,4.72972973,0.507810678,0.506473724,0.675675676,2.554054054,0.712729358,0.767202572,2.918918919,0.202702703,3.121621622,-1.918918919,1.351351351,0.581081081,-7.743243243,-1.148648649,44,30,2.819444444,0.888888889,0.75,0.453175112,0.446780977,0.680555556,1.097222222,0.37756635,0.367570386,0.208333333,-0.347222222,0.488794527,0.482410882,0.361111111,-0.611111111,0.800913838,0.762055838,0.722222222,2,2.722222222,-0.777777778,-0.513888889,0.041666667,-6.222222222,0.138888889,44,28
POR,3/25/2018,73,FALSE,FALSE,1,OKC,75,FALSE,FALSE,1,A,W,108,105,3,2.819444444,0.888888889,0.75,0.453175112,0.446780977,0.680555556,1.097222222,0.37756635,0.367570386,0.208333333,-0.347222222,0.488794527,0.482410882,0.361111111,-0.611111111,0.800913838,0.762055838,0.722222222,2,2.722222222,-0.777777778,-0.513888889,0.041666667,-6.222222222,0.138888889,44,28,3.310810811,1.702702703,4.040540541,0.455146946,0.456774194,-0.77027027,-0.689189189,0.352941176,0.370190181,2.472972973,4.72972973,0.507810678,0.506473724,0.675675676,2.554054054,0.712729358,0.767202572,2.918918919,0.202702703,3.121621622,-1.918918919,1.351351351,0.581081081,-7.743243243,-1.148648649,44,30
SAC,3/25/2018,74,FALSE,FALSE,2,BOS,73,TRUE,FALSE,1,H,L,93,104,-11,-7.342465753,-0.095890411,3.452054795,0.452033037,0.472038385,-3.150684932,-8.02739726,0.382183908,0.384780739,3.054794521,11.47945205,0.478709394,0.526627219,-4,-4.452054795,0.736970684,0.770766259,0.178082192,-3.438356164,-3.260273973,-2.493150685,0.191780822,-0.452054795,-4.164383562,2.452054795,24,49,3.902777778,1.152777778,0.138888889,0.449438202,0.436633502,2.486111111,4.041666667,0.375222816,0.339477727,-1.333333333,-3.902777778,0.492173467,0.482048827,-0.888888889,-1.277777778,0.77016129,0.765822785,-0.402777778,1.111111111,0.708333333,1.555555556,-0.027777778,0.166666667,-5.791666667,1.125,49,23
SAS,3/25/2018,74,FALSE,FALSE,1,MIL,73,FALSE,FALSE,1,A,L,103,106,-3,3.315068493,1.095890411,0.849315068,0.45840708,0.450024378,-0.630136986,-2.315068493,0.353506787,0.346411977,1.726027397,3.164383562,0.500112435,0.497628083,1.753424658,1.794520548,0.777254374,0.757933579,1.04109589,0.98630137,2.02739726,1.287671233,-0.232876712,1.808219178,-6.630136986,-2.479452055,43,30,-0.263888889,0.569444444,-1.083333333,0.479445102,0.466354984,-1.291666667,-2.486111111,0.356418919,0.371355499,1.861111111,1.402777778,0.532285369,0.512394646,-0.111111111,-0.041666667,0.780316344,0.783625731,-1.611111111,-1.25,-2.861111111,-0.402777778,1.458333333,1.166666667,-6.875,1.513888889,38,34
TOR,3/25/2018,74,FALSE,FALSE,1,LAC,73,FALSE,FALSE,1,H,L,106,117,-11,8.369863014,2.767123288,1.98630137,0.472405143,0.450986684,2.876712329,7.739726027,0.360484545,0.357025697,-0.109589041,-5.753424658,0.539658635,0.490009083,-0.04109589,-1.082191781,0.799155609,0.764536557,-0.123287671,1.424657534,1.301369863,2.082191781,0.753424658,1.109589041,-7.534246575,1.520547945,54,19,0.763888889,0.277777778,-2.319444444,0.471430897,0.455784469,-0.847222222,-2.319444444,0.353731343,0.354616445,1.125,0,0.528671667,0.509073312,1.055555556,2.319444444,0.755482456,0.785757393,-0.722222222,0.819444444,0.097222222,-1.972222222,-0.680555556,-0.708333333,-7.986111111,-2.027777778,38,34
UTA,3/25/2018,74,FALSE,FALSE,1,GSW,73,FALSE,FALSE,1,A,W,110,91,19,3.123287671,0.534246575,0.02739726,0.457809398,0.451506124,1.068493151,2.95890411,0.364946536,0.365374677,-0.534246575,-2.931506849,0.509118931,0.492086681,0.98630137,0.808219178,0.78809219,0.771124418,0.301369863,0.767123288,1.068493151,1.98630137,0.520547945,0.301369863,-6.493150685,-0.945205479,41,32,7.611111111,3.236111111,-5.138888889,0.506614405,0.441860465,1.194444444,0.291666667,0.392739274,0.355714286,2.041666667,-5.430555556,0.566966517,0.483041202,-0.055555556,-1.694444444,0.813536828,0.755064457,-2.555555556,4.222222222,1.666666667,6.597222222,-0.611111111,4.125,-3.472222222,1.236111111,54,18
WAS,3/25/2018,73,FALSE,FALSE,1,NYK,74,TRUE,FALSE,1,H,L,97,101,-4,1.125,1.069444444,0.847222222,0.46840994,0.460465879,-0.166666667,-2.819444444,0.375395987,0.344778255,1.236111111,3.666666667,0.509734928,0.521130283,-0.847222222,-1.277777778,0.772983114,0.767001774,-0.013888889,0.486111111,0.472222222,3,0.222222222,-0.527777778,-6.388888889,1.083333333,40,32,-3.410958904,1.273972603,1.452054795,0.463674878,0.456677836,-3.369863014,-7.876712329,0.35060241,0.370469799,4.643835616,9.328767123,0.503500955,0.504464286,-2.589041096,-3.684931507,0.785814607,0.77259303,0.534246575,0.97260274,1.506849315,-0.835616438,-1.383561644,0.438356164,-4.410958904,1.698630137,26,47
BOS,3/26/2018,74,TRUE,TRUE,0,PHX,75,FALSE,FALSE,1,A,W,102,94,8,4,1.164383562,0,0.450667954,0.436986963,2.520547945,3.931506849,0.376875552,0.338554826,-1.356164384,-3.931506849,0.493032683,0.482994804,-0.849315068,-1.164383562,0.769435216,0.767295597,-0.452054795,1.164383562,0.712328767,1.602739726,0,0.178082192,-5.726027397,1.04109589,50,23,-9.878378378,-3.554054054,-1.391891892,0.439386902,0.472569339,-1.594594595,-1.527027027,0.332843857,0.37012987,-1.959459459,0.135135135,0.488677536,0.522696323,-1.175675676,-0.77027027,0.743888889,0.767905223,0.013513514,-2.067567568,-2.054054054,-2.013513514,-1.837837838,-1.486486486,-6.135135135,1.22972973,19,55
CHA,3/26/2018,75,FALSE,FALSE,1,NYK,75,TRUE,TRUE,0,H,W,137,128,9,0.067567568,-1.891891892,-0.027027027,0.445429104,0.467050047,-1.337837838,-3.121621622,0.368104313,0.374382022,-0.554054054,3.094594595,0.480171248,0.516037063,5.189189189,8.418918919,0.74040857,0.796242775,1.972972973,-0.283783784,1.689189189,-3.216216216,0.594594595,-0.567567568,-10.45945946,-5.013513514,33,41,-3.310810811,1.310810811,1.445945946,0.463705309,0.456248033,-3.324324324,-7.72972973,0.349583829,0.370008873,4.635135135,9.175675676,0.503871103,0.503658537,-2.608108108,-3.743243243,0.786657401,0.772144522,0.472972973,0.986486486,1.459459459,-0.810810811,-1.364864865,0.418918919,-4.378378378,1.716216216,27,47
DEN,3/26/2018,74,TRUE,FALSE,2,PHI,73,FALSE,FALSE,1,A,L,104,123,-19,1.561643836,-0.506849315,0.438356164,0.470756063,0.479050502,0.616438356,1.98630137,0.374167776,0.378557875,-1.123287671,-1.547945205,0.524408284,0.529863277,1.95890411,1.808219178,0.768368618,0.740162822,1.534246575,1.465753425,3,0.260273973,-0.054794521,-0.095890411,-5.835616438,-1.890410959,40,33,3,1.944444444,-1.805555556,0.468323587,0.436366529,0.972222222,0.611111111,0.367529412,0.341662662,0.972222222,-2.416666667,0.521458695,0.483234245,-1.861111111,-2.541666667,0.756563246,0.754168908,0.833333333,3.916666667,4.75,4.777777778,-0.694444444,-0.083333333,-4.555555556,1.472222222,42,30
DET,3/26/2018,74,FALSE,FALSE,1,LAL,73,FALSE,FALSE,1,H,W,112,106,6,-0.767123288,-0.04109589,1.876712329,0.44760101,0.457977093,-0.424657534,-1.739726027,0.369399428,0.362247191,0.383561644,3.616438356,0.486314299,0.511575239,-0.260273973,0.493150685,0.745467225,0.778254649,0.98630137,-1.136986301,-0.150684932,-2.246575342,0.315068493,-0.98630137,-5.410958904,0.054794521,33,40,-1.5,-0.111111111,-0.791666667,0.460902138,0.458075495,-0.277777778,-0.875,0.346392738,0.34554731,0.166666667,0.083333333,0.516458044,0.514391829,-1,0.597222222,0.707932692,0.771128933,0.694444444,0.763888889,1.458333333,0.180555556,-0.263888889,-0.861111111,-4.944444444,1,32,40
LAL,3/26/2018,73,FALSE,FALSE,1,DET,74,FALSE,FALSE,1,A,L,106,112,-6,-1.5,-0.111111111,-0.791666667,0.460902138,0.458075495,-0.277777778,-0.875,0.346392738,0.34554731,0.166666667,0.083333333,0.516458044,0.514391829,-1,0.597222222,0.707932692,0.771128933,0.694444444,0.763888889,1.458333333,0.180555556,-0.263888889,-0.861111111,-4.944444444,1,32,40,-0.767123288,-0.04109589,1.876712329,0.44760101,0.457977093,-0.424657534,-1.739726027,0.369399428,0.362247191,0.383561644,3.616438356,0.486314299,0.511575239,-0.260273973,0.493150685,0.745467225,0.778254649,0.98630137,-1.136986301,-0.150684932,-2.246575342,0.315068493,-0.98630137,-5.410958904,0.054794521,33,40
MEM,3/26/2018,74,FALSE,FALSE,1,MIN,75,FALSE,FALSE,1,A,W,101,93,8,-6.136986301,-0.438356164,2.465753425,0.440897756,0.459982862,-1.369863014,-2.301369863,0.345872518,0.365994236,0.931506849,4.767123288,0.485247501,0.512123634,-3.890410959,-5.589041096,0.789306174,0.770085902,0.054794521,-1.849315068,-1.794520548,-0.356164384,-0.630136986,-0.219178082,-6.301369863,2.95890411,19,54,2.216216216,0.72972973,1.054054054,0.479225685,0.476577438,-2.864864865,-7.567567568,0.358834244,0.36384232,3.594594595,8.621621622,0.521351179,0.537724257,3.621621622,3.851351351,0.803975704,0.778505898,0.418918919,-0.148648649,0.27027027,-1.459459459,1.864864865,-0.445945946,-9.094594595,-2.702702703,42,32
MIN,3/26/2018,75,FALSE,FALSE,1,MEM,74,FALSE,FALSE,1,H,L,93,101,-8,2.216216216,0.72972973,1.054054054,0.479225685,0.476577438,-2.864864865,-7.567567568,0.358834244,0.36384232,3.594594595,8.621621622,0.521351179,0.537724257,3.621621622,3.851351351,0.803975704,0.778505898,0.418918919,-0.148648649,0.27027027,-1.459459459,1.864864865,-0.445945946,-9.094594595,-2.702702703,42,32,-6.136986301,-0.438356164,2.465753425,0.440897756,0.459982862,-1.369863014,-2.301369863,0.345872518,0.365994236,0.931506849,4.767123288,0.485247501,0.512123634,-3.890410959,-5.589041096,0.789306174,0.770085902,0.054794521,-1.849315068,-1.794520548,-0.356164384,-0.630136986,-0.219178082,-6.301369863,2.95890411,19,54
NYK,3/26/2018,75,TRUE,TRUE,0,CHA,75,FALSE,FALSE,1,A,L,128,137,-9,-3.310810811,1.310810811,1.445945946,0.463705309,0.456248033,-3.324324324,-7.72972973,0.349583829,0.370008873,4.635135135,9.175675676,0.503871103,0.503658537,-2.608108108,-3.743243243,0.786657401,0.772144522,0.472972973,0.986486486,1.459459459,-0.810810811,-1.364864865,0.418918919,-4.378378378,1.716216216,27,47,0.067567568,-1.891891892,-0.027027027,0.445429104,0.467050047,-1.337837838,-3.121621622,0.368104313,0.374382022,-0.554054054,3.094594595,0.480171248,0.516037063,5.189189189,8.418918919,0.74040857,0.796242775,1.972972973,-0.283783784,1.689189189,-3.216216216,0.594594595,-0.567567568,-10.45945946,-5.013513514,33,41
PHI,3/26/2018,73,FALSE,FALSE,1,DEN,74,TRUE,FALSE,2,H,W,123,104,19,3,1.944444444,-1.805555556,0.468323587,0.436366529,0.972222222,0.611111111,0.367529412,0.341662662,0.972222222,-2.416666667,0.521458695,0.483234245,-1.861111111,-2.541666667,0.756563246,0.754168908,0.833333333,3.916666667,4.75,4.777777778,-0.694444444,-0.083333333,-4.555555556,1.472222222,42,30,1.561643836,-0.506849315,0.438356164,0.470756063,0.479050502,0.616438356,1.98630137,0.374167776,0.378557875,-1.123287671,-1.547945205,0.524408284,0.529863277,1.95890411,1.808219178,0.768368618,0.740162822,1.534246575,1.465753425,3,0.260273973,-0.054794521,-0.095890411,-5.835616438,-1.890410959,40,33
PHX,3/26/2018,75,FALSE,FALSE,1,BOS,74,TRUE,TRUE,0,H,L,94,102,-8,-9.878378378,-3.554054054,-1.391891892,0.439386902,0.472569339,-1.594594595,-1.527027027,0.332843857,0.37012987,-1.959459459,0.135135135,0.488677536,0.522696323,-1.175675676,-0.77027027,0.743888889,0.767905223,0.013513514,-2.067567568,-2.054054054,-2.013513514,-1.837837838,-1.486486486,-6.135135135,1.22972973,19,55,4,1.164383562,0,0.450667954,0.436986963,2.520547945,3.931506849,0.376875552,0.338554826,-1.356164384,-3.931506849,0.493032683,0.482994804,-0.849315068,-1.164383562,0.769435216,0.767295597,-0.452054795,1.164383562,0.712328767,1.602739726,0,0.178082192,-5.726027397,1.04109589,50,23
CHI,3/27/2018,74,FALSE,FALSE,2,HOU,75,FALSE,FALSE,1,A,L,86,118,-32,-6.726027397,-2.219178082,2.082191781,0.436383241,0.472397476,-0.876712329,-0.945205479,0.355496454,0.372473118,-1.342465753,3.02739726,0.479461756,0.530261519,-1.410958904,-1.356164384,0.765791341,0.783819629,1.054794521,-2.123287671,-1.068493151,-2.068493151,0.493150685,-1.424657534,-4.493150685,1.890410959,24,49,9.108108108,-0.662162162,-1.256756757,0.462412028,0.463356974,5.243243243,13.43243243,0.36569786,0.354234909,-5.905405405,-14.68918919,0.559436078,0.518773764,5.189189189,5.756756757,0.784574468,0.750343879,0.540540541,1.351351351,1.891891892,-0.837837838,1.256756757,0.243243243,-7.310810811,-0.837837838,60,14
CLE,3/27/2018,74,TRUE,FALSE,1,MIA,75,FALSE,FALSE,1,A,L,79,98,-19,0.780821918,-1.301369863,-3.808219178,0.478387567,0.472501936,0.232876712,0.547945205,0.370151771,0.369210978,-1.534246575,-4.356164384,0.54586071,0.530924084,3.150684932,3.232876712,0.780935465,0.749483827,-1.712328767,-0.150684932,-1.863013699,-2.205479452,-0.575342466,-0.109589041,-7.246575342,-1.808219178,44,29,0.22972973,0.918918919,1.472972973,0.456182282,0.453218745,1.756756757,4.837837838,0.363795365,0.363919129,-0.837837838,-3.364864865,0.509150163,0.493865031,-3.364864865,-3.378378378,0.751034483,0.787058824,0.243243243,0.108108108,0.351351351,2.040540541,0.081081081,0.540540541,-5.743243243,0.783783784,39,35
DAL,3/27/2018,74,TRUE,FALSE,2,SAC,75,FALSE,FALSE,1,A,W,103,97,6,-2.575342466,-0.904109589,2.04109589,0.446631461,0.468360656,0.931506849,2.753424658,0.364215895,0.366635688,-1.835616438,-0.712328767,0.496406571,0.523809524,-1.698630137,-2.493150685,0.769956459,0.759615385,-0.904109589,-3.520547945,-4.424657534,-0.547945205,-0.219178082,-0.698630137,-8.02739726,-0.506849315,22,51,-7.391891892,-0.121621622,3.540540541,0.452179367,0.473021583,-3.175675676,-7.864864865,0.380520951,0.386286201,3.054054054,11.40540541,0.479618387,0.527070064,-3.972972973,-4.486486486,0.739095315,0.770063694,0.22972973,-3.459459459,-3.22972973,-2.527027027,0.162162162,-0.459459459,-4.067567568,2.486486486,24,50
DEN,3/27/2018,75,TRUE,TRUE,0,TOR,75,FALSE,FALSE,1,A,L,110,114,-4,1.283783784,-0.635135135,0.337837838,0.470201783,0.479428392,0.581081081,2,0.373741794,0.379503978,-1.216216216,-1.662162162,0.523855891,0.529898369,1.972972973,1.905405405,0.765243902,0.739826551,1.445945946,1.297297297,2.743243243,0.148648649,0,-0.081081081,-5.932432432,-1.959459459,40,34,8.108108108,2.689189189,1.918918919,0.47202473,0.451169406,2.945945946,7.878378378,0.361728395,0.357877639,-0.256756757,-5.959459459,0.538366337,0.489622852,-0.216216216,-1.243243243,0.797248804,0.764739229,-0.108108108,1.445945946,1.337837838,2.148648649,0.689189189,1.108108108,-7.459459459,1.594594595,54,20
GSW,3/27/2018,74,FALSE,FALSE,1,IND,75,FALSE,FALSE,1,H,L,81,92,-11,7.246575342,3.136986301,-5.01369863,0.505310589,0.442401216,1.095890411,0.109589041,0.392790262,0.356672932,2.04109589,-5.123287671,0.56424718,0.483378257,-0.123287671,-1.780821918,0.81410679,0.75531269,-2.479452055,4.04109589,1.561643836,6.465753425,-0.561643836,4.054794521,-3.493150685,1.260273973,54,19,1.540540541,1.432432432,1.459459459,0.472884013,0.464126276,-1.594594595,-6.081081081,0.369060773,0.347787611,3.027027027,7.540540541,0.514004376,0.529661017,0.27027027,-0.337837838,0.78031878,0.753405995,-0.567567568,0.162162162,-0.405405405,-0.824324324,1.648648649,-0.945945946,-5.675675676,0.202702703,43,31
HOU,3/27/2018,75,FALSE,FALSE,1,CHI,74,FALSE,FALSE,2,H,W,118,86,32,9.108108108,-0.662162162,-1.256756757,0.462412028,0.463356974,5.243243243,13.43243243,0.36569786,0.354234909,-5.905405405,-14.68918919,0.559436078,0.518773764,5.189189189,5.756756757,0.784574468,0.750343879,0.540540541,1.351351351,1.891891892,-0.837837838,1.256756757,0.243243243,-7.310810811,-0.837837838,60,14,-6.726027397,-2.219178082,2.082191781,0.436383241,0.472397476,-0.876712329,-0.945205479,0.355496454,0.372473118,-1.342465753,3.02739726,0.479461756,0.530261519,-1.410958904,-1.356164384,0.765791341,0.783819629,1.054794521,-2.123287671,-1.068493151,-2.068493151,0.493150685,-1.424657534,-4.493150685,1.890410959,24,49
IND,3/27/2018,75,FALSE,FALSE,1,GSW,74,FALSE,FALSE,1,A,W,92,81,11,1.540540541,1.432432432,1.459459459,0.472884013,0.464126276,-1.594594595,-6.081081081,0.369060773,0.347787611,3.027027027,7.540540541,0.514004376,0.529661017,0.27027027,-0.337837838,0.78031878,0.753405995,-0.567567568,0.162162162,-0.405405405,-0.824324324,1.648648649,-0.945945946,-5.675675676,0.202702703,43,31,7.246575342,3.136986301,-5.01369863,0.505310589,0.442401216,1.095890411,0.109589041,0.392790262,0.356672932,2.04109589,-5.123287671,0.56424718,0.483378257,-0.123287671,-1.780821918,0.81410679,0.75531269,-2.479452055,4.04109589,1.561643836,6.465753425,-0.561643836,4.054794521,-3.493150685,1.260273973,54,19
LAC,3/27/2018,74,TRUE,FALSE,1,MIL,74,FALSE,FALSE,1,H,W,105,98,7,0.904109589,0.315068493,-2.246575342,0.471304905,0.455638863,-0.945205479,-2.534246575,0.354536489,0.356077723,1.260273973,0.287671233,0.527553444,0.508235856,1.219178082,2.465753425,0.755807672,0.7839617,-0.726027397,0.767123288,0.04109589,-2.04109589,-0.616438356,-0.712328767,-8.082191781,-2.095890411,39,34,-0.219178082,0.575342466,-1.150684932,0.47957312,0.466041769,-1.205479452,-2.315068493,0.356073211,0.370182556,1.780821918,1.164383562,0.532665713,0.512046727,-0.164383562,-0.082191781,0.779710145,0.783939919,-1.739726027,-1.301369863,-3.04109589,-0.246575342,1.465753425,1.205479452,-6.876712329,1.506849315,39,34
MIA,3/27/2018,75,FALSE,FALSE,1,CLE,74,TRUE,FALSE,1,H,W,98,79,19,0.22972973,0.918918919,1.472972973,0.456182282,0.453218745,1.756756757,4.837837838,0.363795365,0.363919129,-0.837837838,-3.364864865,0.509150163,0.493865031,-3.364864865,-3.378378378,0.751034483,0.787058824,0.243243243,0.108108108,0.351351351,2.040540541,0.081081081,0.540540541,-5.743243243,0.783783784,39,35,0.780821918,-1.301369863,-3.808219178,0.478387567,0.472501936,0.232876712,0.547945205,0.370151771,0.369210978,-1.534246575,-4.356164384,0.54586071,0.530924084,3.150684932,3.232876712,0.780935465,0.749483827,-1.712328767,-0.150684932,-1.863013699,-2.205479452,-0.575342466,-0.109589041,-7.246575342,-1.808219178,44,29
MIL,3/27/2018,74,FALSE,FALSE,1,LAC,74,TRUE,FALSE,1,A,L,98,105,-7,-0.219178082,0.575342466,-1.150684932,0.47957312,0.466041769,-1.205479452,-2.315068493,0.356073211,0.370182556,1.780821918,1.164383562,0.532665713,0.512046727,-0.164383562,-0.082191781,0.779710145,0.783939919,-1.739726027,-1.301369863,-3.04109589,-0.246575342,1.465753425,1.205479452,-6.876712329,1.506849315,39,34,0.904109589,0.315068493,-2.246575342,0.471304905,0.455638863,-0.945205479,-2.534246575,0.354536489,0.356077723,1.260273973,0.287671233,0.527553444,0.508235856,1.219178082,2.465753425,0.755807672,0.7839617,-0.726027397,0.767123288,0.04109589,-2.04109589,-0.616438356,-0.712328767,-8.082191781,-2.095890411,39,34
NOP,3/27/2018,75,FALSE,FALSE,2,POR,74,TRUE,FALSE,1,H,L,103,107,-4,0.418918919,0.689189189,-3.527027027,0.481748466,0.455685002,-0.891891892,-2.72972973,0.361538462,0.358457493,1.581081081,-0.797297297,0.538063063,0.505001111,-0.067567568,0.459459459,0.770502225,0.790773229,-2,0.608108108,-1.391891892,2.567567568,-0.405405405,1.567567568,-6.135135135,-1.432432432,43,31,2.821917808,0.945205479,0.821917808,0.453367057,0.446696457,0.684931507,1.178082192,0.375677006,0.366580977,0.260273973,-0.356164384,0.490104773,0.482758621,0.246575342,-0.726027397,0.800773694,0.763092269,0.780821918,2.04109589,2.821917808,-0.712328767,-0.520547945,0.068493151,-6.219178082,0.136986301,45,28
POR,3/27/2018,74,TRUE,FALSE,1,NOP,75,FALSE,FALSE,2,A,W,107,103,4,2.821917808,0.945205479,0.821917808,0.453367057,0.446696457,0.684931507,1.178082192,0.375677006,0.366580977,0.260273973,-0.356164384,0.490104773,0.482758621,0.246575342,-0.726027397,0.800773694,0.763092269,0.780821918,2.04109589,2.821917808,-0.712328767,-0.520547945,0.068493151,-6.219178082,0.136986301,45,28,0.418918919,0.689189189,-3.527027027,0.481748466,0.455685002,-0.891891892,-2.72972973,0.361538462,0.358457493,1.581081081,-0.797297297,0.538063063,0.505001111,-0.067567568,0.459459459,0.770502225,0.790773229,-2,0.608108108,-1.391891892,2.567567568,-0.405405405,1.567567568,-6.135135135,-1.432432432,43,31
SAC,3/27/2018,75,FALSE,FALSE,1,DAL,74,TRUE,FALSE,2,H,L,97,103,-6,-7.391891892,-0.121621622,3.540540541,0.452179367,0.473021583,-3.175675676,-7.864864865,0.380520951,0.386286201,3.054054054,11.40540541,0.479618387,0.527070064,-3.972972973,-4.486486486,0.739095315,0.770063694,0.22972973,-3.459459459,-3.22972973,-2.527027027,0.162162162,-0.459459459,-4.067567568,2.486486486,24,50,-2.575342466,-0.904109589,2.04109589,0.446631461,0.468360656,0.931506849,2.753424658,0.364215895,0.366635688,-1.835616438,-0.712328767,0.496406571,0.523809524,-1.698630137,-2.493150685,0.769956459,0.759615385,-0.904109589,-3.520547945,-4.424657534,-0.547945205,-0.219178082,-0.698630137,-8.02739726,-0.506849315,22,51
SAS,3/27/2018,75,FALSE,FALSE,1,WAS,74,FALSE,FALSE,1,A,L,106,116,-10,3.22972973,1.067567568,0.918918919,0.458221024,0.450552973,-0.689189189,-2.418918919,0.352380952,0.346232179,1.756756757,3.337837838,0.5,0.498479532,1.783783784,1.810810811,0.777704048,0.757465404,1.175675676,1.040540541,2.216216216,1.121621622,-0.256756757,1.72972973,-6.621621622,-2.459459459,43,31,1.054794521,1,0.821917808,0.467809097,0.460543338,-0.164383562,-2.821917808,0.374803973,0.344030203,1.164383562,3.643835616,0.508889402,0.521279213,-0.780821918,-1.150684932,0.772503083,0.767878077,0.04109589,0.452054795,0.493150685,2.945205479,0.219178082,-0.506849315,-6.369863014,1.02739726,40,33
TOR,3/27/2018,75,FALSE,FALSE,1,DEN,75,TRUE,TRUE,0,H,W,114,110,4,8.108108108,2.689189189,1.918918919,0.47202473,0.451169406,2.945945946,7.878378378,0.361728395,0.357877639,-0.256756757,-5.959459459,0.538366337,0.489622852,-0.216216216,-1.243243243,0.797248804,0.764739229,-0.108108108,1.445945946,1.337837838,2.148648649,0.689189189,1.108108108,-7.459459459,1.594594595,54,20,1.283783784,-0.635135135,0.337837838,0.470201783,0.479428392,0.581081081,2,0.373741794,0.379503978,-1.216216216,-1.662162162,0.523855891,0.529898369,1.972972973,1.905405405,0.765243902,0.739826551,1.445945946,1.297297297,2.743243243,0.148648649,0,-0.081081081,-5.932432432,-1.959459459,40,34
WAS,3/27/2018,74,FALSE,FALSE,1,SAS,75,FALSE,FALSE,1,H,W,116,106,10,1.054794521,1,0.821917808,0.467809097,0.460543338,-0.164383562,-2.821917808,0.374803973,0.344030203,1.164383562,3.643835616,0.508889402,0.521279213,-0.780821918,-1.150684932,0.772503083,0.767878077,0.04109589,0.452054795,0.493150685,2.945205479,0.219178082,-0.506849315,-6.369863014,1.02739726,40,33,3.22972973,1.067567568,0.918918919,0.458221024,0.450552973,-0.689189189,-2.418918919,0.352380952,0.346232179,1.756756757,3.337837838,0.5,0.498479532,1.783783784,1.810810811,0.777704048,0.757465404,1.175675676,1.040540541,2.216216216,1.121621622,-0.256756757,1.72972973,-6.621621622,-2.459459459,43,31
ATL,3/28/2018,75,FALSE,FALSE,2,MIN,76,FALSE,FALSE,1,A,L,114,126,-12,-5.445945946,-2.567567568,-1,0.446838853,0.471417384,-0.472972973,0.202702703,0.361917326,0.379814077,-2.094594595,-1.202702703,0.494674263,0.521570528,0.162162162,-0.216216216,0.790131579,0.774088542,-1.162162162,-1.405405405,-2.567567568,-2.445945946,-0.783783784,-1.135135135,-5.635135135,-0.891891892,21,53,2.08,0.626666667,0.973333333,0.478470387,0.476572327,-2.92,-7.56,0.358467983,0.365504915,3.546666667,8.533333333,0.520579588,0.536875303,3.746666667,4,0.803814714,0.777850163,0.413333333,-0.12,0.293333333,-1.493333333,1.826666667,-0.413333333,-9.093333333,-2.773333333,42,33
BKN,3/28/2018,75,FALSE,FALSE,2,ORL,74,FALSE,FALSE,3,A,W,111,104,7,-4.175675676,-3.513513514,-2.324324324,0.438861232,0.466818182,3.243243243,10.44594595,0.353893601,0.3723229,-6.756756757,-12.77027027,0.496348461,0.502824859,-0.391891892,-0.77027027,0.773984697,0.765375854,-0.391891892,-1.513513514,-1.905405405,1.472972973,-1.554054054,-1.094594595,-5.689189189,0.959459459,23,51,-4.767123288,-2.260273973,-2.068493151,0.456598334,0.471618452,0.657534247,2.342465753,0.357879925,0.364609893,-2.917808219,-4.410958904,0.507782101,0.51894452,-0.904109589,-0.794520548,0.760079313,0.774029281,-1.945205479,-2.273972603,-4.219178082,-0.917808219,-0.328767123,-0.164383562,-4.767123288,0.561643836,22,51
BOS,3/28/2018,75,FALSE,FALSE,1,UTA,75,FALSE,FALSE,2,A,W,97,94,3,4.054054054,1.162162162,0.081081081,0.45031746,0.437082936,2.513513514,3.797297297,0.378213508,0.338629593,-1.351351351,-3.716216216,0.491635456,0.483411215,-0.783783784,-1.216216216,0.771560237,0.764449969,-0.459459459,1.121621622,0.662162162,1.662162162,0.027027027,0.148648649,-5.72972973,1.040540541,51,23,3.337837838,0.581081081,-0.027027027,0.458163432,0.451002772,1.135135135,3.094594595,0.365764112,0.365641026,-0.554054054,-3.121621622,0.509109312,0.490796079,1.040540541,0.905405405,0.787974684,0.771976206,0.256756757,0.878378378,1.135135135,2,0.472972973,0.310810811,-6.472972973,-0.972972973,42,32
